domain,english,igbo
agriculture,Please pepper often grows well.,ose na-eto nke ọma.
weather,Tomorrow There always is wind today. carefully.,ifufe dị taa.
education,Tomorrow Every farmer really needs education. again.,onye ọrụ ugbo niile chọrọ agụmakwụkwọ.
general,Quickly Ada always works quickly. now.,Ada na-arụ ọrụ ngwa ngwa.
business,Chioma sold the bag.,Chioma rere akpa.
general,Now Peter lives in Kano.,Peter bi na Kano.
weather,The storm is changing.,oke ifufe na-agbanwe.
general,Chinedu is a chef.,Chinedu bụ onye isi nri.
general,Kindly Obinna is always a engineer.,Obinna bụ injinia.
health,Emeka has flu.,Emeka nwere oyi.
agriculture,Chinedu harvested cocoyam.,Chinedu kpọrọ ede.
technology,Grace repaired the software.,Grace rụziri sọftụwia.
government,Please Chinedu often met the election. immediately.,Chinedu zutere ntuli aka.
food,Quickly Emeka very ate cassava. immediately.,Emeka riri akpụ.
transportation,Please Peter boarded very a bicycle. again.,Peter banyere igwe kwụ otu ebe.
business,Please The trader visited Lagos. immediately.,Onye ahịa gara Lagos.
government,Tomorrow The election sometimes was peaceful. immediately.,Ntuli aka gara nke ọma.
food,Quickly soup really tastes good. now.,ofe na-atọ ụtọ.
weather,Now There sometimes is storm today. carefully.,oke ifufe dị taa.
weather,David likes the wind.,David hụrụ ifufe n'anya.
education,Kindly Chioma studies sometimes in the library. carefully.,Chioma na-amụ na ọba akwụkwọ.
business,Today The often trader visited Enugu. now.,Onye ahịa gara Enugu.
technology,Please John repaired the software. carefully.,John rụziri sọftụwia.
food,Kindly Ada ate fish. today.,Ada riri azụ.
government,The election very was peaceful. immediately.,Ntuli aka gara nke ọma.
general,Obinna is a trader.,Obinna bụ onye ahịa.
business,The often trader visited Owerri.,Onye ahịa gara Owerri.
education,Tomorrow Ada studies in often the teacher. today.,Ada na-amụ na onye nkuzi.
health,Today The often doctor treated malaria. today.,Dọkịta gwọrọ iba.
education,Kindly Every tailor always needs education. carefully.,onye akwa niile chọrọ agụmakwụkwọ.
general,Now David really works carefully. now.,David na-arụ ọrụ nlezianya.
weather,Tomorrow There is sometimes sun today. carefully.,anwụ dị taa.
transportation,Please The always bus arrived early. today.,bọs rutere n'oge.
food,Obinna cooked cassava.,Obinna siri akpụ.
agriculture,yam grows well.,ji na-eto nke ọma.
general,Emeka lives in Lagos.,Emeka bi na Lagos.
weather,Today The cloud very is changing. carefully.,igwe ojii na-agbanwe.
government,Kindly The very senator announced a meeting. now.,senetọ kwupụtara nzukọ.
food,Tomorrow soup very tastes good.,ofe na-atọ ụtọ.
food,Peter cooked fish.,Peter siri azụ.
agriculture,Please The sometimes farmer planted rice. immediately.,Onye ọrụ ugbo kụrụ osikapa.
government,Chioma met the governor.,Chioma zutere gọvanọ.
technology,Quickly The mouse sometimes is new. today.,maụs ahụ dị ọhụrụ.
food,Kindly bread tastes good. now.,achịcha na-atọ ụtọ.
transportation,Kindly Chioma boarded sometimes a bicycle. immediately.,Chioma banyere igwe kwụ otu ebe.
business,The trader visited Owerri.,Onye ahịa gara Owerri.
transportation,David boarded a airport.,David banyere ọdụ ụgbọ elu.
technology,Now John sometimes uses a computer. today.,John na-eji kọmputa.
general,The chair is beautiful.,oche ahụ dị mara mma.
weather,John likes the sun.,John hụrụ anwụ n'anya.
transportation,John travelled to Lagos.,John gara Lagos.
health,Obinna has fever.,Obinna nwere ahụ ọkụ.
health,Tomorrow David visited the always hospital today. carefully.,David gara ụlọ ọgwụ taa.
technology,Grace repaired the internet.,Grace rụziri ịntanet.
technology,Please John repaired always the database. now.,John rụziri ụlọ nchekwa data.
food,Tomorrow beans really tastes good. immediately.,agwa na-atọ ụtọ.
weather,Quickly There is very storm today. now.,oke ifufe dị taa.
technology,Mary uses a internet.,Mary na-eji ịntanet.
food,rice tastes good.,osikapa na-atọ ụtọ.
government,The senator announced a meeting.,senetọ kwupụtara nzukọ.
technology,Today John repaired always the database. again.,John rụziri ụlọ nchekwa data.
education,Now Grace sometimes studies in the teacher. now.,Grace na-amụ na onye nkuzi.
government,Quickly Peter met always the senator. today.,Peter zutere senetọ.
general,Peter lives in Nigeria.,Peter bi na Naịjirịa.
agriculture,Tomorrow Peter often harvested tomato. immediately.,Peter kpọrọ tomato.
business,Mary sold the book.,Mary rere akwụkwọ.
government,Quickly The election very was peaceful. immediately.,Ntuli aka gara nke ọma.
food,Chinedu cooked cassava.,Chinedu siri akpụ.
transportation,Tomorrow Chinedu travelled very to Owerri. carefully.,Chinedu gara Owerri.
government,Chinedu met the senator.,Chinedu zutere senetọ.
food,Ada cooked meat.,Ada siri anụ.
government,The minister announced a meeting.,mịnista kwupụtara nzukọ.
weather,Chinedu likes the sun.,Chinedu hụrụ anwụ n'anya.
weather,Please There often is cloud today. immediately.,igwe ojii dị taa.
food,Kindly Mary ate fish. immediately.,Mary riri azụ.
general,Emeka has a car.,Emeka nwere ụgbọala.
agriculture,Tomorrow pepper often grows well. now.,ose na-eto nke ọma.
education,Today Every mechanic often needs education. today.,onye nrụzi ụgbọala niile chọrọ agụmakwụkwọ.
transportation,Quickly Grace boarded sometimes a road. again.,Grace banyere ụzọ.
general,Tomorrow Chinedu really lives in Abuja.,Chinedu bi na Abuja.
business,Kindly Ada often bought cassava. today.,Ada zụtara akpụ.
technology,Kindly Peter often uses a hardware. immediately.,Peter na-eji họdụwia.
technology,Chioma repaired the computer.,Chioma rụziri kọmputa.
government,Quickly The election announced a meeting. carefully.,ntuli aka kwupụtara nzukọ.
transportation,Kindly Ada really travelled to Kano.,Ada gara Kano.
business,Quickly The trader sometimes visited Owerri. carefully.,Onye ahịa gara Owerri.
government,Tomorrow The election announced a meeting. today.,ntuli aka kwupụtara nzukọ.
general,Obinna very works carefully. today.,Obinna na-arụ ọrụ nlezianya.
education,Kindly Chioma studies in always the library. today.,Chioma na-amụ na ọba akwụkwọ.
general,John is a trader.,John bụ onye ahịa.
technology,Kindly The always software is new. carefully.,sọftụwia ahụ dị ọhụrụ.
transportation,Please Emeka boarded often a bicycle. carefully.,Emeka banyere igwe kwụ otu ebe.
government,Peter met the government.,Peter zutere gọọmenti.
general,Kindly Emeka is often a electrician. again.,Emeka bụ onye ọkụ eletrik.
food,egg tastes good.,akwa na-atọ ụtọ.
food,Peter ate garri.,Peter riri garri.
technology,Today Mary uses really a internet. now.,Mary na-eji ịntanet.
general,Now Peter very lives in Owerri. immediately.,Peter bi na Owerri.
education,Quickly Every mechanic sometimes needs education. now.,onye nrụzi ụgbọala niile chọrọ agụmakwụkwọ.
education,Quickly Every soldier always needs education. immediately.,onye agha niile chọrọ agụmakwụkwọ.
weather,Quickly The storm is changing. now.,oke ifufe na-agbanwe.
agriculture,Quickly Peter very harvested cassava. now.,Peter kpọrọ akpụ.
education,Now Every police officer very needs education. carefully.,onye uwe ojii niile chọrọ agụmakwụkwọ.
transportation,Mary boarded a bus. carefully.,Mary banyere bọs.
education,Now The library always is open. again.,ọba akwụkwọ meghere.
agriculture,Quickly Ada really harvested rice. immediately.,Ada kpọrọ osikapa.
business,Now Mary very bought beans. immediately.,Mary zụtara agwa.
education,Tomorrow Every teacher sometimes needs education. again.,onye nkuzi niile chọrọ agụmakwụkwọ.
government,Quickly The very senator announced a meeting. again.,senetọ kwupụtara nzukọ.
government,Kindly The election very was peaceful. again.,Ntuli aka gara nke ọma.
health,Now Emeka very visited the hospital today. again.,Emeka gara ụlọ ọgwụ taa.
technology,Today Grace often repaired the software.,Grace rụziri sọftụwia.
business,Please Grace often sold the bag. again.,Grace rere akpa.
government,David met often the minister. today.,David zutere mịnista.
food,Today meat really tastes good. today.,anụ na-atọ ụtọ.
agriculture,vegetable grows well.,akwukwo nri na-eto nke ọma.
business,John sold the table.,John rere tebụl.
education,Today Every mechanic very needs education. again.,onye nrụzi ụgbọala niile chọrọ agụmakwụkwọ.
transportation,Chinedu travelled to Owerri.,Chinedu gara Owerri.
education,Please The student always is open. now.,nwa akwụkwọ meghere.
general,Chinedu has a chair.,Chinedu nwere oche.
education,Emeka always studies in the school.,Emeka na-amụ na ụlọ akwụkwọ.
technology,Tomorrow Ada very uses a internet. now.,Ada na-eji ịntanet.
general,Kindly Obinna sometimes is a driver. now.,Obinna bụ onye ọkwọ ụgbọala.
government,Quickly Obinna met sometimes the government. again.,Obinna zutere gọọmenti.
food,Now Obinna sometimes ate beans. carefully.,Obinna riri agwa.
health,Please The doctor often treated malaria. carefully.,Dọkịta gwọrọ iba.
business,The trader visited Lagos. carefully.,Onye ahịa gara Lagos.
food,Now Mary very ate fish. carefully.,Mary riri azụ.
general,Kindly Emeka often will sell tomorrow. again.,Emeka ga ree echi.
education,Emeka studies in the student. again.,Emeka na-amụ na nwa akwụkwọ.
general,Quickly Chinedu sometimes has a chair.,Chinedu nwere oche.
general,Peter is a mechanic.,Peter bụ onye nrụzi ụgbọala.
transportation,Tomorrow David travelled often to Owerri. now.,David gara Owerri.
weather,Please The sun sometimes is changing. carefully.,anwụ na-agbanwe.
weather,Quickly There really is weather today.,ihu igwe dị taa.
business,Please David sold the computer. immediately.,David rere kọmputa.
general,The phone is new.,ekwentị ahụ dị ọhụrụ.
transportation,Emeka boarded very a airport. immediately.,Emeka banyere ọdụ ụgbọ elu.
technology,The hardware is new.,họdụwia ahụ dị ọhụrụ.
transportation,Kindly The really car arrived early. carefully.,ụgbọala rutere n'oge.
technology,John uses a computer.,John na-eji kọmputa.
health,Today John visited the hospital today. today.,John gara ụlọ ọgwụ taa.
transportation,Grace travelled to Abuja.,Grace gara Abuja.
transportation,John boarded a airport.,John banyere ọdụ ụgbọ elu.
transportation,Chinedu travelled to Kano.,Chinedu gara Kano.
government,Today The very senator announced a meeting. immediately.,senetọ kwupụtara nzukọ.
general,Ada works slowly.,Ada na-arụ ọrụ nwayọọ.
education,Now Chioma studies in really the examination. immediately.,Chioma na-amụ na ule.
agriculture,Today The often farmer planted cassava. now.,Onye ọrụ ugbo kụrụ akpụ.
health,Tomorrow The doctor treated fever. today.,Dọkịta gwọrọ ahụ ọkụ.
health,Chioma has malaria.,Chioma nwere iba.
weather,Quickly The really cloud is changing. carefully.,igwe ojii na-agbanwe.
education,Ada studies in the classroom.,Ada na-amụ na ụlọ klas.
technology,Grace uses a website.,Grace na-eji weebụsaịtị.
agriculture,pepper often grows well. immediately.,ose na-eto nke ọma.
food,Kindly Ada really ate meat.,Ada riri anụ.
general,Mary has really a computer. today.,Mary nwere kọmputa.
agriculture,Chioma harvested rice.,Chioma kpọrọ osikapa.
transportation,Tomorrow The often road arrived early. immediately.,ụzọ rutere n'oge.
government,Kindly The government very announced a meeting. today.,gọọmenti kwupụtara nzukọ.
health,Mary visited the hospital today.,Mary gara ụlọ ọgwụ taa.
education,Ada studies in the teacher.,Ada na-amụ na onye nkuzi.
weather,There is sometimes storm today. today.,oke ifufe dị taa.
food,Please Chioma ate rice.,Chioma riri osikapa.
weather,Obinna likes the rain.,Obinna hụrụ mmiri ozuzo n'anya.
business,Emeka sold the book.,Emeka rere akwụkwọ.
agriculture,The sometimes farmer planted maize. again.,Onye ọrụ ugbo kụrụ ọka.
general,Obinna will sell tomorrow.,Obinna ga ree echi.
agriculture,Kindly Mary really harvested rice. now.,Mary kpọrọ osikapa.
business,Grace bought yam.,Grace zụtara ji.
agriculture,Quickly rice often grows well. immediately.,osikapa na-eto nke ọma.
food,Emeka ate beans.,Emeka riri agwa.
general,David is a doctor.,David bụ dọkịta.
business,Peter sold the book.,Peter rere akwụkwọ.
health,The doctor really treated typhoid. carefully.,Dọkịta gwọrọ taịfọd.
general,Kindly Ada lives sometimes in Lagos. again.,Ada bi na Lagos.
technology,Please The keyboard sometimes is new. now.,kiibọdụ ahụ dị ọhụrụ.
agriculture,Mary harvested tomato.,Mary kpọrọ tomato.
government,Kindly The election sometimes announced a meeting. immediately.,ntuli aka kwupụtara nzukọ.
agriculture,Emeka harvested cocoyam.,Emeka kpọrọ ede.
general,Chinedu will always eat tomorrow. again.,Chinedu ga rie echi.
business,Grace really sold the car. again.,Grace rere ụgbọala.
weather,Emeka likes the sun.,Emeka hụrụ anwụ n'anya.
food,Please Grace really ate fish. again.,Grace riri azụ.
government,Chioma always met the election. now.,Chioma zutere ntuli aka.
government,Now The election often was peaceful. today.,Ntuli aka gara nke ọma.
agriculture,Ada sometimes harvested yam. now.,Ada kpọrọ ji.
weather,Mary likes the cloud.,Mary hụrụ igwe ojii n'anya.
technology,The mouse is new.,maụs ahụ dị ọhụrụ.
education,David studies in the library. again.,David na-amụ na ọba akwụkwọ.
general,Tomorrow Mary always will write tomorrow. carefully.,Mary ga dee echi.
technology,Peter repaired the website.,Peter rụziri weebụsaịtị.
government,Quickly The sometimes election was peaceful. today.,Ntuli aka gara nke ọma.
transportation,Today John travelled really to Abuja. now.,John gara Abuja.
general,Kindly Chioma sometimes lives in Abuja. today.,Chioma bi na Abuja.
general,Kindly Emeka lives always in Lagos. today.,Emeka bi na Lagos.
weather,There is storm today.,oke ifufe dị taa.
weather,Now Peter likes the sun. today.,Peter hụrụ anwụ n'anya.
agriculture,Tomorrow vegetable grows well. again.,akwukwo nri na-eto nke ọma.
transportation,Now Obinna travelled always to Abuja. carefully.,Obinna gara Abuja.
education,The library really is open. immediately.,ọba akwụkwọ meghere.
health,The doctor treated diabetes.,Dọkịta gwọrọ shuga.
business,Grace sold the chair.,Grace rere oche.
weather,There is always rain today.,mmiri ozuzo dị taa.
business,Emeka sold the phone.,Emeka rere ekwentị.
business,Please Ada often bought meat. carefully.,Ada zụtara anụ.
government,Chinedu met the governor.,Chinedu zutere gọvanọ.
health,Now The sometimes doctor treated cholera. carefully.,Dọkịta gwọrọ kọlera.
agriculture,John really harvested maize. immediately.,John kpọrọ ọka.
food,Now garri sometimes tastes good.,garri na-atọ ụtọ.
transportation,Chioma travelled to Lagos.,Chioma gara Lagos.
education,Please Chinedu studies very in the library.,Chinedu na-amụ na ọba akwụkwọ.
health,Mary has fever.,Mary nwere ahụ ọkụ.
technology,Grace uses a hardware.,Grace na-eji họdụwia.
business,Quickly The trader often visited Enugu. carefully.,Onye ahịa gara Enugu.
health,Please Obinna visited sometimes the hospital today. today.,Obinna gara ụlọ ọgwụ taa.
general,Now Peter has really a car. now.,Peter nwere ụgbọala.
technology,David uses a computer.,David na-eji kọmputa.
food,David cooked cassava.,David siri akpụ.
transportation,Now The sometimes bus arrived early. carefully.,bọs rutere n'oge.
food,Kindly David really ate yam. now.,David riri ji.
food,Obinna ate beans.,Obinna riri agwa.
government,Kindly Mary always met the minister.,Mary zutere mịnista.
business,Today Chinedu sold sometimes the table. today.,Chinedu rere tebụl.
transportation,Now Mary travelled often to Owerri.,Mary gara Owerri.
food,Now rice sometimes tastes good. immediately.,osikapa na-atọ ụtọ.
health,Quickly Obinna really has cholera. today.,Obinna nwere kọlera.
technology,Today Obinna often repaired the database. now.,Obinna rụziri ụlọ nchekwa data.
food,Tomorrow Chinedu sometimes ate yam. immediately.,Chinedu riri ji.
transportation,Quickly John travelled very to Abuja. today.,John gara Abuja.
business,Ada sold the bag.,Ada rere akpa.
general,The bag is fast.,akpa ahụ dị ngwa ngwa.
food,Quickly Peter sometimes ate soup. immediately.,Peter riri ofe.
business,Now Chinedu sometimes bought beans. now.,Chinedu zụtara agwa.
business,Today Chioma bought rice. now.,Chioma zụtara osikapa.
transportation,Tomorrow Chinedu boarded very a road. again.,Chinedu banyere ụzọ.
transportation,Chioma sometimes travelled to Lagos. now.,Chioma gara Lagos.
health,Please Ada visited the always hospital today. again.,Ada gara ụlọ ọgwụ taa.
education,Today Every always mechanic needs education. today.,onye nrụzi ụgbọala niile chọrọ agụmakwụkwọ.
weather,Kindly There is sometimes sun today. now.,anwụ dị taa.
general,Please The table really is small. now.,tebụl ahụ dị obere.
business,The trader visited Onitsha.,Onye ahịa gara Ọnịcha.
food,Obinna very cooked egg. carefully.,Obinna siri akwa.
weather,Today The very rain is changing. immediately.,mmiri ozuzo na-agbanwe.
business,Quickly Ada sometimes bought meat. again.,Ada zụtara anụ.
weather,Ada likes the storm.,Ada hụrụ oke ifufe n'anya.
education,The very assignment is open. carefully.,ọrụ ụlọ meghere.
business,Chinedu bought meat.,Chinedu zụtara anụ.
technology,Obinna uses a database.,Obinna na-eji ụlọ nchekwa data.
food,Chinedu ate yam.,Chinedu riri ji.
education,The school is open.,ụlọ akwụkwọ meghere.
general,Peter will read tomorrow.,Peter ga gụọ echi.
technology,Please Chinedu really uses a software. now.,Chinedu na-eji sọftụwia.
food,Ada cooked bread.,Ada siri achịcha.
weather,Now The weather is changing. carefully.,ihu igwe na-agbanwe.
general,The really table is new. carefully.,tebụl ahụ dị ọhụrụ.
government,The election always was peaceful. carefully.,Ntuli aka gara nke ọma.
weather,Tomorrow There often is rain today. today.,mmiri ozuzo dị taa.
technology,David repaired the software.,David rụziri sọftụwia.
weather,Today Grace very likes the weather. now.,Grace hụrụ ihu igwe n'anya.
transportation,The airport sometimes arrived early. carefully.,ọdụ ụgbọ elu rutere n'oge.
weather,Today There is often storm today. carefully.,oke ifufe dị taa.
technology,Grace uses a mouse.,Grace na-eji maụs.
weather,Now Emeka likes very the weather. now.,Emeka hụrụ ihu igwe n'anya.
health,Tomorrow Peter visited the very hospital today. today.,Peter gara ụlọ ọgwụ taa.
education,Kindly Every teacher needs education. now.,onye nkuzi niile chọrọ agụmakwụkwọ.
agriculture,David harvested yam.,David kpọrọ ji.
technology,Now The software always is new.,sọftụwia ahụ dị ọhụrụ.
education,Quickly Grace studies in really the school. now.,Grace na-amụ na ụlọ akwụkwọ.
government,The government always announced a meeting.,gọọmenti kwupụtara nzukọ.
transportation,Tomorrow Emeka boarded really a road. again.,Emeka banyere ụzọ.
transportation,Tomorrow The always bicycle arrived early. carefully.,igwe kwụ otu ebe rutere n'oge.
business,Quickly John often sold the chair. again.,John rere oche.
education,Quickly The really assignment is open. carefully.,ọrụ ụlọ meghere.
education,Emeka studies in the school.,Emeka na-amụ na ụlọ akwụkwọ.
agriculture,Quickly The farmer planted vegetable. today.,Onye ọrụ ugbo kụrụ akwukwo nri.
general,Today The computer is new.,kọmputa ahụ dị ọhụrụ.
health,Please The always doctor treated fever. today.,Dọkịta gwọrọ ahụ ọkụ.
health,Today Grace visited the hospital today.,Grace gara ụlọ ọgwụ taa.
weather,Please The wind is changing. immediately.,ifufe na-agbanwe.
technology,Kindly Chioma very uses a hardware. today.,Chioma na-eji họdụwia.
weather,Today The sometimes storm is changing. carefully.,oke ifufe na-agbanwe.
agriculture,Please The farmer always planted yam. immediately.,Onye ọrụ ugbo kụrụ ji.
government,Mary met the minister.,Mary zutere mịnista.
technology,Tomorrow The always mouse is new. today.,maụs ahụ dị ọhụrụ.
food,Emeka ate egg.,Emeka riri akwa.
food,Chioma cooked bread.,Chioma siri achịcha.
business,Tomorrow Obinna often bought soup.,Obinna zụtara ofe.
food,Obinna ate egg.,Obinna riri akwa.
technology,Quickly The always keyboard is new.,kiibọdụ ahụ dị ọhụrụ.
general,Quickly David very works slowly. now.,David na-arụ ọrụ nwayọọ.
general,Kindly Emeka will sometimes sell tomorrow. carefully.,Emeka ga ree echi.
health,Please Ada very visited the hospital today. immediately.,Ada gara ụlọ ọgwụ taa.
agriculture,pepper grows well.,ose na-eto nke ọma.
transportation,Kindly The bicycle very arrived early. again.,igwe kwụ otu ebe rutere n'oge.
agriculture,Today maize often grows well. immediately.,ọka na-eto nke ọma.
health,Tomorrow Obinna sometimes has flu.,Obinna nwere oyi.
food,Please yam sometimes tastes good. immediately.,ji na-atọ ụtọ.
general,Kindly John often lives in Onitsha. immediately.,John bi na Ọnịcha.
business,Please The often trader visited Owerri. again.,Onye ahịa gara Owerri.
general,John lives in Nigeria.,John bi na Naịjirịa.
health,Please The doctor treated malaria. now.,Dọkịta gwọrọ iba.
general,Tomorrow The often bag is old. carefully.,akpa ahụ dị ochie.
health,Quickly The doctor treated fever.,Dọkịta gwọrọ ahụ ọkụ.
business,Tomorrow The trader always visited Onitsha. now.,Onye ahịa gara Ọnịcha.
food,Now Emeka very cooked soup. again.,Emeka siri ofe.
general,Mary lives very in Onitsha. carefully.,Mary bi na Ọnịcha.
government,John met the senator.,John zutere senetọ.
agriculture,Please The farmer often planted yam. immediately.,Onye ọrụ ugbo kụrụ ji.
general,The chair is fast.,oche ahụ dị ngwa ngwa.
weather,Kindly There often is rain today. today.,mmiri ozuzo dị taa.
business,Chioma sold the car.,Chioma rere ụgbọala.
business,Peter bought bread.,Peter zụtara achịcha.
health,Now John very has cholera. again.,John nwere kọlera.
general,Emeka really works slowly. carefully.,Emeka na-arụ ọrụ nwayọọ.
technology,Quickly The mouse often is new. now.,maụs ahụ dị ọhụrụ.
technology,Quickly The mouse really is new.,maụs ahụ dị ọhụrụ.
technology,Please Grace uses sometimes a database. immediately.,Grace na-eji ụlọ nchekwa data.
technology,Quickly Emeka very uses a website. now.,Emeka na-eji weebụsaịtị.
business,Today The trader often visited Lagos. again.,Onye ahịa gara Lagos.
weather,Now The storm is changing. carefully.,oke ifufe na-agbanwe.
government,Quickly Emeka sometimes met the senator. now.,Emeka zutere senetọ.
technology,Obinna uses a keyboard.,Obinna na-eji kiibọdụ.
education,Quickly Every student often needs education. again.,nwata akwụkwọ niile chọrọ agụmakwụkwọ.
general,Now Chinedu sometimes lives in Onitsha.,Chinedu bi na Ọnịcha.
business,Quickly Chioma really sold the car. carefully.,Chioma rere ụgbọala.
business,Ada bought soup.,Ada zụtara ofe.
health,Now Emeka visited very the hospital today. carefully.,Emeka gara ụlọ ọgwụ taa.
education,Today John studies in sometimes the school. immediately.,John na-amụ na ụlọ akwụkwọ.
government,Chinedu met the minister.,Chinedu zutere mịnista.
agriculture,Mary harvested rice.,Mary kpọrọ osikapa.
health,Please John always has fever.,John nwere ahụ ọkụ.
technology,Chinedu repaired the hardware.,Chinedu rụziri họdụwia.
business,The always trader visited Enugu. immediately.,Onye ahịa gara Enugu.
agriculture,Today Chioma always harvested maize. now.,Chioma kpọrọ ọka.
business,Today Grace very bought rice.,Grace zụtara osikapa.
weather,There is sun today.,anwụ dị taa.
education,Every engineer needs education.,injinia niile chọrọ agụmakwụkwọ.
food,Quickly Mary always cooked garri. immediately.,Mary siri garri.
business,Now The really trader visited Lagos. today.,Onye ahịa gara Lagos.
food,beans really tastes good. now.,agwa na-atọ ụtọ.
government,Tomorrow The always election announced a meeting. today.,ntuli aka kwupụtara nzukọ.
agriculture,Kindly The farmer planted tomato. again.,Onye ọrụ ugbo kụrụ tomato.
weather,There always is rain today. carefully.,mmiri ozuzo dị taa.
general,The table is small.,tebụl ahụ dị obere.
transportation,Today Mary always boarded a motorcycle. again.,Mary banyere ọkada.
food,Grace ate cassava.,Grace riri akpụ.
food,rice tastes good. today.,osikapa na-atọ ụtọ.
health,Grace has typhoid.,Grace nwere taịfọd.
government,Emeka met always the government. again.,Emeka zutere gọọmenti.
general,Today Ada works carefully. today.,Ada na-arụ ọrụ nlezianya.
agriculture,Quickly David really harvested rice.,David kpọrọ osikapa.
government,Tomorrow The very governor announced a meeting. again.,gọvanọ kwupụtara nzukọ.
technology,Please Grace very uses a database. again.,Grace na-eji ụlọ nchekwa data.
education,Tomorrow Every teacher needs education. carefully.,onye nkuzi niile chọrọ agụmakwụkwọ.
transportation,Emeka travelled to Nigeria.,Emeka gara Naịjirịa.
general,Quickly The phone very is fast. again.,ekwentị ahụ dị ngwa ngwa.
transportation,Mary boarded a bus.,Mary banyere bọs.
food,Kindly Chinedu often cooked soup. immediately.,Chinedu siri ofe.
technology,Please Peter often repaired the website. carefully.,Peter rụziri weebụsaịtị.
transportation,Chinedu boarded a car.,Chinedu banyere ụgbọala.
technology,Please Emeka always uses a keyboard. today.,Emeka na-eji kiibọdụ.
transportation,Kindly Chioma travelled to Lagos. again.,Chioma gara Lagos.
business,Kindly The sometimes trader visited Onitsha. immediately.,Onye ahịa gara Ọnịcha.
weather,Ada likes the wind.,Ada hụrụ ifufe n'anya.
transportation,Now The bus arrived early. today.,bọs rutere n'oge.
business,Grace bought soup.,Grace zụtara ofe.
general,Kindly David often has a phone. again.,David nwere ekwentị.
health,Today John visited the always hospital today.,John gara ụlọ ọgwụ taa.
general,Emeka is a programmer.,Emeka bụ onye mmemme kọmputa.
technology,Now The always website is new.,weebụsaịtị ahụ dị ọhụrụ.
business,Mary sold the computer.,Mary rere kọmputa.
technology,Tomorrow Peter uses sometimes a mouse. carefully.,Peter na-eji maụs.
education,Quickly The assignment is open. again.,ọrụ ụlọ meghere.
health,Kindly The very doctor treated flu. immediately.,Dọkịta gwọrọ oyi.
education,Tomorrow Obinna studies in the student. carefully.,Obinna na-amụ na nwa akwụkwọ.
food,Today garri really tastes good. again.,garri na-atọ ụtọ.
health,Chioma has cholera.,Chioma nwere kọlera.
education,Today Mary studies in really the library. today.,Mary na-amụ na ọba akwụkwọ.
agriculture,Please cassava very grows well. today.,akpụ na-eto nke ọma.
health,Kindly The doctor always treated typhoid. now.,Dọkịta gwọrọ taịfọd.
education,Kindly The always examination is open. today.,ule meghere.
food,Chinedu ate soup.,Chinedu riri ofe.
government,The senator announced a meeting. again.,senetọ kwupụtara nzukọ.
agriculture,Kindly John sometimes harvested cocoyam.,John kpọrọ ede.
agriculture,David harvested maize.,David kpọrọ ọka.
government,Now Chioma very met the government. now.,Chioma zutere gọọmenti.
technology,Peter uses a mouse.,Peter na-eji maụs.
business,Now Emeka really bought fish. carefully.,Emeka zụtara azụ.
health,Tomorrow David really has diabetes. now.,David nwere shuga.
technology,Mary repaired the hardware.,Mary rụziri họdụwia.
food,Kindly Grace really cooked egg. today.,Grace siri akwa.
transportation,Today The really bus arrived early. again.,bọs rutere n'oge.
technology,Chioma uses a software.,Chioma na-eji sọftụwia.
education,Kindly The sometimes teacher is open.,onye nkuzi meghere.
transportation,The airport sometimes arrived early. now.,ọdụ ụgbọ elu rutere n'oge.
health,Please Ada visited very the hospital today. carefully.,Ada gara ụlọ ọgwụ taa.
food,Mary cooked bread.,Mary siri achịcha.
health,Quickly Emeka really has typhoid. again.,Emeka nwere taịfọd.
food,Kindly bread really tastes good. immediately.,achịcha na-atọ ụtọ.
weather,The often wind is changing. again.,ifufe na-agbanwe.
general,Peter is a engineer.,Peter bụ injinia.
government,Now The government sometimes announced a meeting. carefully.,gọọmenti kwupụtara nzukọ.
government,Now Obinna met often the president. carefully.,Obinna zutere onye isi ala.
general,Today Ada is very a doctor. immediately.,Ada bụ dọkịta.
weather,Kindly Emeka likes sometimes the cloud. carefully.,Emeka hụrụ igwe ojii n'anya.
weather,Kindly Mary likes very the weather. now.,Mary hụrụ ihu igwe n'anya.
general,Chioma sometimes lives in Abuja. again.,Chioma bi na Abuja.
general,Ada is a teacher.,Ada bụ onye nkuzi.
general,Today Emeka has a table. now.,Emeka nwere tebụl.
food,Today Emeka sometimes ate beans. today.,Emeka riri agwa.
government,Please Peter met very the government. again.,Peter zutere gọọmenti.
transportation,David boarded a bus.,David banyere bọs.
government,Emeka met the government.,Emeka zutere gọọmenti.
general,Ada lives in Abuja.,Ada bi na Abuja.
food,Quickly Obinna really ate fish. now.,Obinna riri azụ.
agriculture,Today Ada always harvested cassava. today.,Ada kpọrọ akpụ.
general,Now Grace has often a table. again.,Grace nwere tebụl.
health,Quickly The doctor always treated malaria. now.,Dọkịta gwọrọ iba.
technology,Ada repaired the mouse.,Ada rụziri maụs.
business,Tomorrow Emeka often sold the bag. carefully.,Emeka rere akpa.
food,soup very tastes good. immediately.,ofe na-atọ ụtọ.
education,Quickly The assignment always is open. today.,ọrụ ụlọ meghere.
government,Today The minister announced a meeting. again.,mịnista kwupụtara nzukọ.
health,Quickly Emeka always has fever. now.,Emeka nwere ahụ ọkụ.
food,Emeka cooked garri.,Emeka siri garri.
