domain,english,igbo
food,Kindly yam very tastes good. immediately.,ji na-atọ ụtọ.
agriculture,Please The farmer often planted yam. immediately.,Onye ọrụ ugbo kụrụ ji.
education,The school is open.,ụlọ akwụkwọ meghere.
education,Tomorrow The school really is open. carefully.,ụlọ akwụkwọ meghere.
technology,Chinedu repaired the computer.,Chinedu rụziri kọmputa.
technology,Tomorrow Chinedu repaired always the computer.,Chinedu rụziri kọmputa.
agriculture,Kindly yam really grows well. again.,ji na-eto nke ọma.
health,Please Ada very visited the hospital today. immediately.,Ada gara ụlọ ọgwụ taa.
food,Grace ate cassava.,Grace riri akpụ.
food,Grace often ate cassava. now.,Grace riri akpụ.
business,Ada sold the phone.,Ada rere ekwentị.
business,Now Ada always sold the phone. again.,Ada rere ekwentị.
business,Mary sold the bag.,Mary rere akpa.
business,Today Mary very sold the bag. again.,Mary rere akpa.
food,Emeka ate beans.,Emeka riri agwa.
food,Today Emeka sometimes ate beans. today.,Emeka riri agwa.
health,John visited the hospital today.,John gara ụlọ ọgwụ taa.
health,Today John visited the hospital today. today.,John gara ụlọ ọgwụ taa.
health,Obinna visited the hospital today.,Obinna gara ụlọ ọgwụ taa.
health,Tomorrow Obinna visited the sometimes hospital today. now.,Obinna gara ụlọ ọgwụ taa.
business,Kindly The trader really visited Onitsha. immediately.,Onye ahịa gara Ọnịcha.
education,Ada studies in the examination.,Ada na-amụ na ule.
education,Quickly Ada studies always in the examination. immediately.,Ada na-amụ na ule.
agriculture,David harvested rice.,David kpọrọ osikapa.
agriculture,Quickly David really harvested rice.,David kpọrọ osikapa.
technology,The database is new.,ụlọ nchekwa data ahụ dị ọhụrụ.
technology,Tomorrow The sometimes database is new. immediately.,ụlọ nchekwa data ahụ dị ọhụrụ.
weather,Today The very rain is changing. immediately.,mmiri ozuzo na-agbanwe.
general,Chinedu lives in Nigeria.,Chinedu bi na Naịjirịa.
general,Today Chinedu lives in Nigeria. today.,Chinedu bi na Naịjirịa.
weather,Tomorrow The always weather is changing. again.,ihu igwe na-agbanwe.
government,Mary met the president.,Mary zutere onye isi ala.
government,Now Mary met often the president. now.,Mary zutere onye isi ala.
business,Grace sold the table.,Grace rere tebụl.
business,Kindly Grace really sold the table. today.,Grace rere tebụl.
government,Kindly John met really the election. immediately.,John zutere ntuli aka.
general,Peter has a book.,Peter nwere akwụkwọ.
general,Tomorrow Peter has always a book. today.,Peter nwere akwụkwọ.
weather,Quickly There is very storm today. now.,oke ifufe dị taa.
general,Emeka will eat tomorrow.,Emeka ga rie echi.
general,Kindly Emeka will always eat tomorrow. again.,Emeka ga rie echi.
technology,Today The database often is new. immediately.,ụlọ nchekwa data ahụ dị ọhụrụ.
government,Quickly The election was peaceful. immediately.,Ntuli aka gara nke ọma.
weather,There always is rain today. carefully.,mmiri ozuzo dị taa.
technology,Emeka uses a database.,Emeka na-eji ụlọ nchekwa data.
technology,Today Emeka uses sometimes a database. immediately.,Emeka na-eji ụlọ nchekwa data.
education,Quickly The assignment is open. immediately.,ọrụ ụlọ meghere.
agriculture,Please The farmer very planted vegetable. immediately.,Onye ọrụ ugbo kụrụ akwukwo nri.
agriculture,Mary harvested tomato.,Mary kpọrọ tomato.
agriculture,Quickly Mary often harvested tomato. carefully.,Mary kpọrọ tomato.
agriculture,John harvested maize.,John kpọrọ ọka.
agriculture,John really harvested maize. immediately.,John kpọrọ ọka.
agriculture,Peter harvested rice.,Peter kpọrọ osikapa.
agriculture,Peter harvested rice. immediately.,Peter kpọrọ osikapa.
agriculture,Tomorrow maize sometimes grows well. carefully.,ọka na-eto nke ọma.
transportation,Chinedu boarded a bus.,Chinedu banyere bọs.
transportation,Kindly Chinedu sometimes boarded a bus. immediately.,Chinedu banyere bọs.
education,Peter studies in the assignment.,Peter na-amụ na ọrụ ụlọ.
education,Please Peter very studies in the assignment. carefully.,Peter na-amụ na ọrụ ụlọ.
health,Kindly The doctor often treated typhoid.,Dọkịta gwọrọ taịfọd.
education,Every teacher needs education.,onye nkuzi niile chọrọ agụmakwụkwọ.
education,Tomorrow Every teacher needs education. carefully.,onye nkuzi niile chọrọ agụmakwụkwọ.
transportation,Emeka travelled very to Lagos. today.,Emeka gara Lagos.
health,Tomorrow The sometimes doctor treated fever. again.,Dọkịta gwọrọ ahụ ọkụ.
food,Obinna ate beans.,Obinna riri agwa.
food,Today Obinna ate beans. again.,Obinna riri agwa.
weather,Quickly The often wind is changing. immediately.,ifufe na-agbanwe.
health,Now The sometimes doctor treated flu. today.,Dọkịta gwọrọ oyi.
weather,There is always rain today.,mmiri ozuzo dị taa.
health,David has cholera.,David nwere kọlera.
health,Quickly David really has cholera. now.,David nwere kọlera.
weather,Quickly There always is storm today. now.,oke ifufe dị taa.
agriculture,David harvested cassava.,David kpọrọ akpụ.
agriculture,Today David often harvested cassava. immediately.,David kpọrọ akpụ.
government,Today The minister always announced a meeting.,mịnista kwupụtara nzukọ.
general,Chinedu works quickly.,Chinedu na-arụ ọrụ ngwa ngwa.
general,Kindly Chinedu really works quickly. carefully.,Chinedu na-arụ ọrụ ngwa ngwa.
food,David ate yam.,David riri ji.
food,Kindly David really ate yam. now.,David riri ji.
transportation,Mary travelled to Nigeria.,Mary gara Naịjirịa.
transportation,Tomorrow Mary travelled to Nigeria.,Mary gara Naịjirịa.
government,Please The election always was peaceful. again.,Ntuli aka gara nke ọma.
weather,Mary likes the cloud.,Mary hụrụ igwe ojii n'anya.
weather,Now Mary likes very the cloud. now.,Mary hụrụ igwe ojii n'anya.
agriculture,Now maize grows well. today.,ọka na-eto nke ọma.
transportation,Now Ada always boarded a bicycle.,Ada banyere igwe kwụ otu ebe.
education,John studies in the assignment.,John na-amụ na ọrụ ụlọ.
education,Kindly John studies in always the assignment. immediately.,John na-amụ na ọrụ ụlọ.
general,Grace lives in Onitsha.,Grace bi na Ọnịcha.
general,Now Grace lives very in Onitsha. again.,Grace bi na Ọnịcha.
transportation,John boarded a airport.,John banyere ọdụ ụgbọ elu.
transportation,Kindly John boarded always a airport. again.,John banyere ọdụ ụgbọ elu.
agriculture,Chioma harvested pepper.,Chioma kpọrọ ose.
agriculture,Chioma always harvested pepper.,Chioma kpọrọ ose.
technology,John uses a computer.,John na-eji kọmputa.
technology,Now John sometimes uses a computer. today.,John na-eji kọmputa.
technology,Now The software always is new.,sọftụwia ahụ dị ọhụrụ.
technology,The software is new. carefully.,sọftụwia ahụ dị ọhụrụ.
education,Every doctor needs education.,dọkịta niile chọrọ agụmakwụkwọ.
education,Quickly Every always doctor needs education. carefully.,dọkịta niile chọrọ agụmakwụkwọ.
weather,Obinna likes the rain.,Obinna hụrụ mmiri ozuzo n'anya.
weather,Please Obinna likes sometimes the rain. carefully.,Obinna hụrụ mmiri ozuzo n'anya.
education,Quickly The assignment often is open. again.,ọrụ ụlọ meghere.
food,Chinedu cooked cassava.,Chinedu siri akpụ.
food,Today Chinedu always cooked cassava. now.,Chinedu siri akpụ.
transportation,Chinedu travelled to Kano.,Chinedu gara Kano.
transportation,Kindly Chinedu travelled to Kano. today.,Chinedu gara Kano.
business,David bought fish.,David zụtara azụ.
business,David often bought fish. carefully.,David zụtara azụ.
food,David ate egg.,David riri akwa.
food,Quickly David sometimes ate egg. immediately.,David riri akwa.
weather,Please The always sun is changing. again.,anwụ na-agbanwe.
general,Emeka works quickly.,Emeka na-arụ ọrụ ngwa ngwa.
general,Today Emeka sometimes works quickly. again.,Emeka na-arụ ọrụ ngwa ngwa.
business,The trader visited Owerri.,Onye ahịa gara Owerri.
business,Tomorrow The trader visited Owerri. today.,Onye ahịa gara Owerri.
weather,Quickly Mary likes very the cloud. again.,Mary hụrụ igwe ojii n'anya.
transportation,Today The airport always arrived early.,ọdụ ụgbọ elu rutere n'oge.
agriculture,Kindly yam grows well. now.,ji na-eto nke ọma.
education,Obinna studies in the student.,Obinna na-amụ na nwa akwụkwọ.
education,Tomorrow Obinna studies in the student. carefully.,Obinna na-amụ na nwa akwụkwọ.
government,The government announced always a meeting. carefully.,gọọmenti kwupụtara nzukọ.
education,Now Every nurse very needs education. immediately.,nọọsụ niile chọrọ agụmakwụkwọ.
general,Obinna works quickly.,Obinna na-arụ ọrụ ngwa ngwa.
general,Obinna very works quickly. immediately.,Obinna na-arụ ọrụ ngwa ngwa.
health,Today Peter visited the hospital today. now.,Peter gara ụlọ ọgwụ taa.
government,The election was peaceful. today.,Ntuli aka gara nke ọma.
agriculture,Kindly The farmer often planted cassava. carefully.,Onye ọrụ ugbo kụrụ akpụ.
transportation,The bus arrived early.,bọs rutere n'oge.
transportation,Today The really bus arrived early. again.,bọs rutere n'oge.
agriculture,The farmer planted cocoyam.,Onye ọrụ ugbo kụrụ ede.
agriculture,Tomorrow The very farmer planted cocoyam. today.,Onye ọrụ ugbo kụrụ ede.
education,Now Every really student needs education. immediately.,nwata akwụkwọ niile chọrọ agụmakwụkwọ.
technology,Mary repaired the database.,Mary rụziri ụlọ nchekwa data.
technology,Please Mary repaired really the database. carefully.,Mary rụziri ụlọ nchekwa data.
technology,David repaired the hardware.,David rụziri họdụwia.
technology,David repaired very the hardware. carefully.,David rụziri họdụwia.
business,Please Obinna sold very the car. carefully.,Obinna rere ụgbọala.
education,John studies in the examination.,John na-amụ na ule.
education,Now John always studies in the examination. carefully.,John na-amụ na ule.
technology,David uses a computer.,David na-eji kọmputa.
technology,Kindly David uses often a computer.,David na-eji kọmputa.
general,Today Chinedu very lives in Nigeria. carefully.,Chinedu bi na Naịjirịa.
health,Quickly The doctor treated fever.,Dọkịta gwọrọ ahụ ọkụ.
transportation,Please The bus always arrived early. immediately.,bọs rutere n'oge.
general,Mary is a teacher.,Mary bụ onye nkuzi.
general,Mary is a teacher. immediately.,Mary bụ onye nkuzi.
agriculture,The farmer planted pepper.,Onye ọrụ ugbo kụrụ ose.
agriculture,Tomorrow The really farmer planted pepper. again.,Onye ọrụ ugbo kụrụ ose.
government,Obinna met the president.,Obinna zutere onye isi ala.
government,Now Obinna met often the president. carefully.,Obinna zutere onye isi ala.
agriculture,Obinna harvested tomato.,Obinna kpọrọ tomato.
agriculture,Please Obinna sometimes harvested tomato. now.,Obinna kpọrọ tomato.
education,The very assignment is open. carefully.,ọrụ ụlọ meghere.
weather,Tomorrow There is always sun today. carefully.,anwụ dị taa.
education,Every engineer needs education.,injinia niile chọrọ agụmakwụkwọ.
education,Every engineer needs education. immediately.,injinia niile chọrọ agụmakwụkwọ.
education,Every police officer needs education.,onye uwe ojii niile chọrọ agụmakwụkwọ.
education,Tomorrow Every police sometimes officer needs education. again.,onye uwe ojii niile chọrọ agụmakwụkwọ.
health,David has diabetes.,David nwere shuga.
health,Quickly David has diabetes. again.,David nwere shuga.
government,Today The government often announced a meeting. again.,gọọmenti kwupụtara nzukọ.
weather,Chioma likes the storm.,Chioma hụrụ oke ifufe n'anya.
weather,Today Chioma often likes the storm. carefully.,Chioma hụrụ oke ifufe n'anya.
transportation,Obinna travelled to Onitsha.,Obinna gara Ọnịcha.
transportation,Quickly Obinna often travelled to Onitsha.,Obinna gara Ọnịcha.
general,The bag always is old. today.,akpa ahụ dị ochie.
food,Today garri really tastes good. again.,garri na-atọ ụtọ.
weather,There is cloud today.,igwe ojii dị taa.
weather,Tomorrow There is very cloud today.,igwe ojii dị taa.
health,The doctor treated malaria.,Dọkịta gwọrọ iba.
health,Quickly The really doctor treated malaria. now.,Dọkịta gwọrọ iba.
education,Chinedu studies in the library.,Chinedu na-amụ na ọba akwụkwọ.
education,Please Chinedu studies very in the library.,Chinedu na-amụ na ọba akwụkwọ.
transportation,John travelled to Abuja.,John gara Abuja.
transportation,Today John travelled really to Abuja. now.,John gara Abuja.
transportation,Chinedu boarded a car.,Chinedu banyere ụgbọala.
transportation,Tomorrow Chinedu often boarded a car. immediately.,Chinedu banyere ụgbọala.
weather,There is sun today. now.,anwụ dị taa.
transportation,John boarded a bus.,John banyere bọs.
transportation,Kindly John boarded sometimes a bus. immediately.,John banyere bọs.
health,Today The really doctor treated cholera. today.,Dọkịta gwọrọ kọlera.
government,The election very was peaceful.,Ntuli aka gara nke ọma.
health,The doctor very treated typhoid. immediately.,Dọkịta gwọrọ taịfọd.
government,Tomorrow The government announced sometimes a meeting. immediately.,gọọmenti kwupụtara nzukọ.
education,The examination is open.,ule meghere.
education,The examination often is open. now.,ule meghere.
government,Tomorrow The election often was peaceful. carefully.,Ntuli aka gara nke ọma.
agriculture,tomato grows well.,tomato na-eto nke ọma.
agriculture,Now tomato always grows well.,tomato na-eto nke ọma.
business,David bought soup.,David zụtara ofe.
business,Kindly David really bought soup.,David zụtara ofe.
